question_id,display_id,stem_markdown_preview,curriculum_theme_model,knowledge_unit_model,skill_tags_model,primary_knowledge_model,primary_confidence,runner_up_primary,classification_margin,tag_evidence,primary_knowledge_teacher,secondary_knowledge_model,difficulty_model,difficulty_teacher,difficulty_basis,ability_tags_model,teaching_tag_model,error_prone_points_model,review_status,review_notes
exam_982ba095d8f8_q003,EXAM-982BA095D8F8-Q003,### 3. 函数 $f(x) = x^3 - 3x^2$ 的所有极值的和为（） A. -4 B. -2 C. 0 D. 2,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.915,导数应用·单调性·判断单调区间,0.638,极大/极小值；函数极值；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_982ba095d8f8_q004,EXAM-982BA095D8F8-Q004,"### 4. 某学校组织中国象棋比赛, 甲、乙两名同学进入决赛。决赛采取 3 局 2 胜制, 假设每局比赛中甲获胜的概率均为 $\frac{2}{3}$ , 且",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.98,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率；概率；P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q005,EXAM-982BA095D8F8-Q005,"### 5. 如图所示, 已知一质点在外力的作用下, 从原点 $O$ 出发, 每次向左移动的概率为 $\frac{2}{3}$ , 向右移动的概率为 $\fra",T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.955,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,概率；P(·)；P(·),,,3,,model_estimated,数形结合,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q006,EXAM-982BA095D8F8-Q006,"### 6. 对于任意的 $x \in \left(0, \frac{1}{3}\right]$ ，不等式 $8^x \leq \frac{3}{2} + \l",T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.935,导数应用·单调性·判断单调区间,0.749,不等式证明；恒成立；恒成立；不等式,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_982ba095d8f8_q007,EXAM-982BA095D8F8-Q007,"### 7. 连续抛掷一枚质地均匀的硬币 8 次, 每次正面向上得 2 分, 反面向上得 -1 分, 记总得分为 $X$ ，则（ ） A. $E(X) = 8$",T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.933,概率统计·概率模型·全概率公式,0.74,E(·)；E(·)；D(·)；D(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q008,EXAM-982BA095D8F8-Q008,### 8. 设定义在 $\mathbf{R}$ 上的可导函数 $f(x)$ 满足 $\frac{f'(x)}{2x - 3} > 0$ ，且 $f\left(,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.853,导数与微分·求导运算·基本函数求导,0.293,函数奇偶性；函数奇偶性；函数对称性,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_982ba095d8f8_q009,EXAM-982BA095D8F8-Q009,### 9. 已知 3 张奖券中只有 1 张会中奖，甲、乙 2 名同学依次先后随机抽取 1 张奖券。记事件 A 为“甲中奖”，事件 B 为“乙中奖”，则下列说法,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.865,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·)；P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q010,EXAM-982BA095D8F8-Q010,"### 10. 已知 $f(x)$ 是定义在 $(- \infty, 0) \mathrm{U}(0, +\infty)$ 上的偶函数，且当 $x > 0$ 时",T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.797,导数应用·极值与最值·求极值,0.055,函数奇偶性；函数奇偶性,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_982ba095d8f8_q011,EXAM-982BA095D8F8-Q011,"### 11. 已知函数 $f(x) = x^{2}(3 - x) - t$ （ $t \in \mathbf{R}$ ）有三个不同零点 $a, b, c$ ，",T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.689,导数应用·零点问题·函数零点个数,0.005,导数符号与单调；解析包含导数方法,,,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_982ba095d8f8_q012,EXAM-982BA095D8F8-Q012,"### 12. 已知函数 $f(x) = \begin{cases} \mathrm{e}^x, & x \leq 0 \\ x \ln x, & x > 0 ",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.904,导数应用·单调性·判断单调区间,0.575,零点个数；函数零点；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_982ba095d8f8_q013,EXAM-982BA095D8F8-Q013,### 13. 已知一个不透明的袋子里装有除颜色外没有其他差异的 2 个白球和 4 个黑球，现操作如下：从袋子中随机取出一个球，若取出的是白球，则放进一个黑球，,T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.964,概率统计·概率模型·全概率公式,0.912,数学期望；数学期望；期望；期望；E(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q014,EXAM-982BA095D8F8-Q014,### 14. 绝大多数比赛都采用“(2n-1)局 n 胜制”的规则，但也有一些项目，比如冰壶运动，其整个比赛通常是进行偶数局。现有甲、乙两名同学进行一项趣味项,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.89,导数应用·极值与最值·求最值,0.502,概率；概率；P(·),,T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_982ba095d8f8_q015,EXAM-982BA095D8F8-Q015,### 15. 某智能系统用于处理判断题（答案只有“对”和“错”），系统内设有两个独立的预测模型，分别记为模型甲和模型乙。系统的答案输出规则如下：系统首先同时向,T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.692,概率统计·概率模型·全概率公式,0.222,最大/最小值,,,3,,model_estimated,运算求解；逻辑推理,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_982ba095d8f8_q016,EXAM-982BA095D8F8-Q016,"### 16. 已知函数 $f(x)=ae^{x}, g(x)=\ln x+b(a,b\in\mathbf{R})$ . （1）当 $b = 1$ 时， $f(",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.869,导数应用·不等式证明·构造函数证明,0.382,切线方程；相切/切点；切线；切线；斜率；斜率,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_5267945b2a8f_q001,EXAM-5267945B2A8F-Q001,### 1. 下列导数运算正确的是（） A. $\left(\ln x + \cos x\right)' = \frac{1}{x} + \sin x$ B. ,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.849,函数综合·函数性质·奇偶性与周期性,0.833,导数符号；导数,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_5267945b2a8f_q002,EXAM-5267945B2A8F-Q002,### 2. 设 $a \in \mathbb{R}$ ，若函数 $f(x) = \frac{2}{3} x^3 - \frac{a}{2} x^2 + x +,T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.956,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,极值点；函数极值,,,3,,model_estimated,逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q003,EXAM-5267945B2A8F-Q003,### 3. 已知 $P(B) = 0.4$ ， $P(B|A) = 0.8$ ， $P(B|\overline{A}) = 0.3$ ，则 $P(A) = (,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q004,EXAM-5267945B2A8F-Q004,### 4. 已知随机变量 $X$ 的分布列为 <table><tr><td>X</td><td>-1</td><td>0</td><td>1</td><td>,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.969,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,分布列；随机变量；P(·),,,3,,model_estimated,分类讨论,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q005,EXAM-5267945B2A8F-Q005,"### 5. 设 $m \in (0,1)$ ，随机变量 X 的分布列为 <table><tr><td>X</td><td>0</td><td>m</td><t",T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.823,概率统计·概率模型·全概率公式,0.263,D(·)；题目目标包含期望或方差,,T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；分类讨论,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q006,EXAM-5267945B2A8F-Q006,### 6. 当前，AI 已从一个研究领域变成一类赋能技术。在医药健康领域，AI 已应用于靶点发现、药物设计及临床试验等方面，显著提升了科研效率。假设某实验室 ,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.788,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·),,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q007,EXAM-5267945B2A8F-Q007,### 7. 已知函数 $f(x) = \mathrm{e}^x - a\ln (ax - a) + a (a > 0)$ ，若对于任意的 $x > 1$ 使得,T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.779,导数应用·单调性·判断单调区间,0.383,不等式；构造函数,,T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_5267945b2a8f_q008,EXAM-5267945B2A8F-Q008,"### 8. 已知函数 $f(x) = x + \frac{a}{2x}$ ，过点(1,0)作曲线 $f(x)$ 的两条切线，切点为 $A(x_1, f(x_1",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.953,导数与微分·求导运算·基本函数求导,0.85,切线方程；相切/切点；相切/切点；切线；切线；斜率,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_5267945b2a8f_q009,EXAM-5267945B2A8F-Q009,### 9. 某班开设了“打球”“弹琴”“跳舞”“唱歌”4个课外活动项目。在一次活动中，甲、乙、丙3名学生每人至少选1个、至多选2个项目，且每个项目恰有1人选择,T9概率统计,U9.2 概率（古典/条件/全概率/贝叶斯）,条件概率；全概率公式；概率模型,概率统计·概率模型·全概率公式,0.942,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,P(·)；P(·)；计数/分布模型,,,3,,model_estimated,运算求解,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q010,EXAM-5267945B2A8F-Q010,### 10. 下列不等关系中，正确的是（） A. $\ln2<\frac{2}{e}$ B. $\frac{\ln3}{\ln\pi}<\frac{3}{\p,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.737,导数与微分·求导运算·基本函数求导,0.271,导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q011,EXAM-5267945B2A8F-Q011,"### 11. 已知函数 $f(x) = a^{2x} - x (a > 0, a \neq 1)$ ，则下列结论中正确的是（） A. 函数 $f(x)$ 恒有",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.863,导数与微分·切线方程·求切线,0.349,极值点；极值点；函数极值；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T2函数·U2.1 函数概念与性质（单调/奇偶/周期）·构造函数,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q012,EXAM-5267945B2A8F-Q012,"### 12. 函数 $f(x) = \frac{1}{2} x - \sin x$ 在 $\left[0, \frac{\pi}{2}\right]$ 上的最",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.792,函数综合·函数性质·奇偶性与周期性,0.778,最大/最小值,,,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q013,EXAM-5267945B2A8F-Q013,### 13. 若函数 $f(x) = \ln x$ 与函数 $g(x) = ax^2 (a > 0)$ 有两个公切线，则实数 $a$ 取值范围是 \_\_\_,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.908,导数应用·单调性·判断单调区间,0.599,相切/切点；切线；切线,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_5267945b2a8f_q014,EXAM-5267945B2A8F-Q014,### 14. 已知函数 $f(x) = a \ln x - 2x (a > 0)$ ，若不等式 $x^a e^{-2x} \geq 3f(x) + 1$ 对 ,T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.944,导数应用·单调性·判断单调区间,0.798,不等式证明；不等式证明；恒成立；恒成立；不等式；不等式；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_5267945b2a8f_q015,EXAM-5267945B2A8F-Q015,### 15. 已知函数 $f(x) = \frac{1}{2} ax^2 + (a - 1)x - \ln x$ . (1)讨论 $f(x)$ 的单调性; (,T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.843,导数应用·单调性·判断单调区间,0.237,最大/最小值；最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q016,EXAM-5267945B2A8F-Q016,"### 16. 某篮球运动员在训练中进行投篮练习. 已知其 2 分球的命中率为 0.8, 3 分球的命中率为 ### 0.5，且每次投篮结果相互独立。在每次投篮",T9概率统计,U9.3 离散型随机变量及其分布,分布列；数学期望；方差,概率统计·数字特征·期望与方差,0.849,概率统计·概率模型·全概率公式,0.273,期望；期望；E(·)；题目目标包含期望或方差,,,3,,model_estimated,运算求解；逻辑推理,综合提升,事件条件理解错误；概率公式套用混淆；期望计算漏项,待审核,
exam_5267945b2a8f_q017,EXAM-5267945B2A8F-Q017,"### 17. 已知函数 $f(x) = x^{2} - 2ax + a, a \in \mathbb{R}$ . (1)若函数 $g(x)=x\cdot f(",T7导数,U7.4 导数与极值/最值,极值点判断；导数符号表；函数极值,导数应用·极值与最值·求极值,0.915,导数应用·单调性·判断单调区间,0.638,极大/极小值；函数极值；函数极值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_5267945b2a8f_q018,EXAM-5267945B2A8F-Q018,### 18. 已知函数 $f(x) = \ln (x + 1) + \frac{1}{2} x^2$ . (1)若函数 $h(x)=f(x)-a(x+1)^{,T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.904,导数应用·单调性·判断单调区间,0.575,零点个数；函数零点；解析包含导数方法,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_5267945b2a8f_q019,EXAM-5267945B2A8F-Q019,### 19. 已知函数 $f(x)=x\ln(x-1)$ . (1)求曲线 $y=f(x)$ 在x=2处的切线方程; (2)设 $g(x)=f'(x)$ ，求,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.917,导数与微分·求导运算·基本函数求导,0.65,切线方程；切线方程；切线；切线,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断；T7导数·U7.4 导数与极值/最值·利用导数求最值,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_64d466db9a64_q001,EXAM-64D466DB9A64-Q001,### 1. 已知 $f'(x)$ 是函数 $f(x)$ 的导函数，且 $f(x) = 2f'(1)\ln x + \frac{1}{x}$ ，则 $f'(1),T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.98,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数符号；导数符号,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q002,EXAM-64D466DB9A64-Q002,### 2. 已知函数 $f(x) = \cos x + ax$ 在 $\mathbf{R}$ 上单调递增，则实数 $a$ 的取值范围是（） A. $(- \i,T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.705,导数应用·单调性·判断单调区间,0.095,恒成立；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q003,EXAM-64D466DB9A64-Q003,### 3. 曲线 $y = x \ln x$ 在 $x = 1$ 处的切线与两坐标轴所围成的三角形的面积为（） A. 4 B. 3 C. 1 D. $\fra,T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.906,导数与微分·求导运算·基本函数求导,0.589,切线方程；相切/切点；切线；切线；斜率,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_64d466db9a64_q004,EXAM-64D466DB9A64-Q004,### 4. 设 $x \in \mathbb{R}$ ，则“ $x - \sin x < 0$ ”是“ $x < 0$ ”的（） A. 充分不必要条件 B. ,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.737,导数与微分·求导运算·基本函数求导,0.271,导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；逻辑推理,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_64d466db9a64_q005,EXAM-64D466DB9A64-Q005,### 5. 已知函数 $f(x)$ 在定义域内可导， $f(x)$ 的大致图象如图所示，则其导函数 $f'(x)$ 的大致图象可能为（） ![](assets,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.897,导数应用·单调性·判断单调区间,0.541,求导；导数符号；导数符号,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q006,EXAM-64D466DB9A64-Q006,"### 6. 已知函数 $f(x) = \ln (\mathrm{e}^{2x} + 1) - x$ ，若 $x \in [1,2]$ 时，关于 $x$ 的不等",T7导数,U7.5 导数与不等式证明,构造函数；导数证明不等式；极值点偏移,导数应用·不等式证明·构造函数证明,0.938,函数综合·函数性质·奇偶性与周期性,0.768,不等式证明；不等式证明；恒成立；恒成立；不等式；不等式；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q007,EXAM-64D466DB9A64-Q007,"### 7. 已知定义域为R的函数 $f(x)$ ，其导函数为 $f'(x)$ ，且 $f'(x) + 2f(x) < 0, f(0) = 1$ ，则（） A.",T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.897,导数应用·单调性·判断单调区间,0.541,求导；导数符号；导数符号,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q008,EXAM-64D466DB9A64-Q008,### 8. 已知函数 $f(x) = a\mathrm{e}^x - x^2 + 3$ 有三个不同的零点，则实数 $a$ 的取值范围是（） A. $\left,T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.828,导数应用·极值与最值·求极值,0.398,函数零点；函数零点,,T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；数形结合；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
exam_64d466db9a64_q009,EXAM-64D466DB9A64-Q009,### 9. 下列求导数运算中不正确的是（） A. $(4)' = 2$ B. $(\ln x)' = \frac{1}{x \ln 10}$ C. $(3^{,T7导数,U7.2 导数运算（基本函数/复合/隐函数）,基本函数求导；复合函数求导；导数运算,导数与微分·求导运算·基本函数求导,0.901,导数与微分·导数定义·平均变化率与瞬时变化率,1.0,求导；导数,,,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q010,EXAM-64D466DB9A64-Q010,"### 10. 设计一个实用的门把手, 其造型可以看作图中的曲线 $C: y^{2} = x^{3} - 2x + 2$ 的一 A. 点 $(1,1)$ 在 $",T7导数,U7.1 导数概念与几何意义（切线）,导数几何意义；切线斜率；切线方程,导数与微分·切线方程·求切线,0.875,导数应用·极值与最值·求极值,0.419,切线；切线；斜率,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解；逻辑推理；数形结合,综合提升,切点坐标代入错误；导数值与斜率对应错误,待审核,
exam_64d466db9a64_q011,EXAM-64D466DB9A64-Q011,### 11. 已知函数 $f(x) = \sin 2x - 2\sin x$ ，则（） A. $f(x)$ 的最小正周期为 $2\pi$ B. 曲线 $y =,T2函数,U2.1 函数概念与性质（单调/奇偶/周期）,函数奇偶性；函数周期性；函数对称性,函数综合·函数性质·奇偶性与周期性,0.895,导数应用·零点问题·函数零点个数,0.53,函数周期性；函数周期性；周期；周期；三角函数性质；三角函数性质,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解,综合提升,基本公式记忆不牢；代数化简错误,待审核,
exam_64d466db9a64_q012,EXAM-64D466DB9A64-Q012,### 12. 函数 $y=\frac{1}{2}x^{2}-\ln x$ 的单调递减区间为 \_\_\_\_.,T7导数,U7.3 导数与函数单调性,导数符号判断；单调区间；含参单调性,导数应用·单调性·判断单调区间,0.712,导数与微分·求导运算·基本函数求导,0.195,导数符号与单调；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导,3,,model_estimated,运算求解,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_64d466db9a64_q013,EXAM-64D466DB9A64-Q013,"### 13. 若函数 $f(x) = x + \frac{4}{x} + 3\ln x$ 在 $(a, 2 - 3a)$ 内有最小值，则实数 $a$ 的取值范",T7导数,U7.4 导数与极值/最值,利用导数求最值；端点与极值比较；函数建模最值,导数应用·极值与最值·求最值,0.891,导数应用·单调性·判断单调区间,0.506,最大/最小值；最大/最小值；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,导数符号判断错误；忽略定义域或端点,待审核,
exam_64d466db9a64_q014,EXAM-64D466DB9A64-Q014,"### 14. 已知函数 $f(x) = \begin{cases} 6\ln x, & x > 0, \\ mx^2 + 6x, & x < 0. \end{",T7导数,U7.6 导数与函数零点,零点个数判断；单调性与零点；函数图像分析,导数应用·零点问题·函数零点个数,0.718,导数应用·单调性·判断单调区间,0.094,函数零点；解析包含导数方法,,T7导数·U7.2 导数运算（基本函数/复合/隐函数）·基本函数求导；T7导数·U7.3 导数与函数单调性·导数符号判断,3,,model_estimated,运算求解；分类讨论,综合提升,极值与零点关系判断错误；参数范围漏讨论,待审核,
